penetration,lmo_cost,dso_loss_cost,avg_prosumer_cost
45,883.7784693231306,0.8964953361974152,13.027292143778258
60,356.0736510389528,1.206807965296597,5.279140858506227
75,-171.62063011103413,1.815457053723995,-2.4571500109311213
